input,correction,target
"Por ejemplo, si estuve en una casa de mi amiga, mis padres creían que yo les debía llamar a sus padres ""tío o tía"" pero jamás yo les llamaba con sus nombres reales.","Por ejemplo, si había estado en una casa de mi amiga, mis padres creían que yo les debía llamar a sus padres ""tío o tía"", pero nunca yo les llamaba con sus nombres reales.","Por ejemplo, si iba a casa de mi amiga, mis padres creían que yo debía llamarles a sus padres ""tío o tía"" pero jamás les llamaba por sus nombres reales."
"A mi hermano, TOKEN_ANONIMO, le gustan los animales y él querría visitar una área de vida silvestre o un parque nacional.","Mi hermano, Token_Anonimo, le gustan los animales y él quiere visitar un área de vida silvestre o un parque nacional.","A mi hermano, TOKEN_ANONIMO, le gustan los animales y querría visitar un área de vida silvestre o un parque nacional."
"Pero cuando estoy en TOKEN_ANONIMO, mis amigos y yo van a TOKEN_ANONIMO y TOKEN_ANONIMO TOKEN_ANONIMO.","Cuando estoy en TOKEN_ANONIMO, mis amigos y yo vamos a TOKEN_ANONIMO.","Pero cuando estoy en TOKEN_ANONIMO, mis amigos y yo vamos a TOKEN_ANONIMO y a TOKEN_ANONIMO TOKEN_ANONIMO."
Yo admiro su naturaleza cariñosa.,Yo admiro su naturaleza cariñosa.,Admiro su naturaleza cariñosa.
"Cuando pienso sobre una persona especial en mi vida, pienso sobre me mamá.","Cuando pienso sobre una persona especial en mi vida, pienso sobre mi mamá.","Cuando pienso en una persona especial en mi vida, pienso en mi mamá."
Soy una persona un poco reservada pero me gusta hacer nuevos amigos.,"Soy una persona un poco reservada, pero me gustan hacer nuevos amigos.","Soy una persona un poco reservada, pero me gusta hacer nuevos amigos."
"Estabamos en la fiesta por dos horas, y tuvieron un tiempo divertido.","Estábamos en la fiesta por dos horas, y tuvimos un tiempo divertido.",Estuvimos en la fiesta por dos horas y tuvimos un tiempo divertido.
Creo que es una sensacion horrible tener que cuestionar tu propio valor y la mejor manera de no sentir asi es dejar de depender de los demás para tu propia felicidad.,"Creo que es una sensación horrible tener que cuestionar mi propio valor, y la mejor manera de no sentir esto es encontrar mi propia fuente de felicidad y dejar de dependerte de los demás.",Creo que es una sensación horrible tener que cuestionar tu propio valor y la mejor manera de no sentirte así es dejar de depender de los demás para tu propia felicidad.
Ilana estudió psicología en New York University.,Ilana estudió psicología en la Universidad de Nueva York.,Ilana estudió psicología en la Universidad de Nueva York.
"Cuando los dentistas dan comida mala para los niños, les dicen que es buena.","Cuando los dentistas dan comida mala para los niños, le dicen que es buena.",Cuando los dentistas dan comida mala para los niños les dicen que es buena.
"Soy de TOKEN_ANONIMO, TOKEN_ANONIMO.","Soy Token Anonimo, Token Anonimo.","Soy de TOKEN_ANONIMO, TOKEN_ANONIMO."
"Despues vamos a la playa, mi familia y yo nos gusta descansar por un momento.","Después vamos a la playa, mi familia y yo nos gustaría descansar por un momento.","Después de ir a la playa, a mi familia y a mí nos gusta descansar por un momento."
Vimos unas dos o tres películas en el camino.,Vimos dos o tres películas en el camino.,Vimos unas dos o tres películas en el camino.
Ella también es un jugador de equipo y con frecuencia ayuda en muchos goles.,Ella también es un jugador de equipo y con frecuencia ayuda en muchos goles.,Ella también es una jugadora de equipo y con frecuencia ayuda en muchos goles.
TOKEN_ANONIMO a veces vaya porque su salud es muy frágil.,Token Anonimo a veces va porque su salud es muy frágil.,TOKEN_ANONIMO a veces se va porque su salud es muy frágil.
"Cuando estudié español en mi tercero años de escuela secundaria, yo aprendía una artista.","Cuando estudié español en mis terceros años de escuela secundaria, yo aprendía a una artista.","﻿Cuando estudié español en mi tercer año de escuela secundaria, aprendí sobre una artista."
"Nací en TOKEN_ANONIMO TOKEN_ANONIMO, TOKEN_ANONIMO en TOKEN_ANONIMO TOKEN_ANONIMO.","Nací en un lugar desconocido, allí nací un niño solo.","Nací en TOKEN_ANONIMO TOKEN_ANONIMO, TOKEN_ANONIMO, en agosto de TOKEN_ANONIMO."
Los doctores y enfermeros pueden vivir sin miedo de infectar a sus familias.,Los médicos y las enfermeras pueden vivir sin miedo de infectar a sus familias.,Los doctores y enfermeros podrán vivir sin miedo a infectar a sus familias.
Tengo TOKEN_ANONIMO años.,Tengo ANONIMO token de edad.,Tengo TOKEN_ANONIMO años.
"Me sentí decente, y decidí bucear.","Me sentí bien, y decidí bucear.","Me sentí decente, y decidí bucear."
"Él tenía un contrato de 1,28 millones dólares con los Steelers.","él tenía un contrato de $1,28 millones con los Steelers.","Tenía un contrato de 1,28 millones dólares con los Steelers."
"En general, no encontré el verdadero yo.","En general, no he encontrado el verdadero yo.","En general, no encontré al verdadero yo."
"Ademas, siempre fue una persona conciente de sus talentos y su determinacion en hacer la cosas han sido las cosas que lo diferencian entre otras personas.","Además, siempre fue una persona consciente de sus talentos y su determinación en hacer las cosas son lo que lo diferencia entre otras personas.","Además, siempre fue una persona consciente de sus talentos y su determinación en hacer las cosas han sido las cosas que lo diferencian entre otras personas."
"Mis abuelos están envejeciendo, sería agradable verlos otra vez.","Mis abuelos están envejeciendo, y sería agradable vernos de nuevo.","Mis abuelos están envejeciendo, sería agradable verlos otra vez."
"Él le da a su estudiante unas papeles, unos lápices, unos bolígrafo, una mochila, unoa calculadora, y unos cuaderno.","Él le da a su estudiante unos papeles, unos lápices, un bolígrafo, una mochila, una calculadora y un cuaderno.","Le da a sus estudiantes papeles, lápices, bolígrafo, una mochila, calculadora, y cuaderno."
Yo no se si Matty tiene una novia pero no creo que él le diga la internet cuando él tiene un novia.,"No sé si Matty tiene una novia, pero no creo que él le diga a ella en línea cuando él tenga una novia.",Yo no se si Matty tiene una novia pero no creo que él le diga internet cuando él tiene una novia.
Pero desafortunadamente yo tomé un descanso de la danza cuando yo empezó la universidad.,"Pero desafortunadamente, yo tomé un descanso de la danza cuando yo empecé la universidad.",Disfruto actuar en el escenario porque el baile es una increíble manera de expresarme.
"Después de poner mi ropa, maquillaje y me arreglo el pelo, hice una taza de cafe.","Después de ponérmelo todo - mi ropa, maquillaje y mí mismo me arreglé el pelo, y luego hice una taza de café.","Después de ponerme la ropa, maquillarme y arreglarme el pelo, me hice una taza de café."
Ella camina en el parque de la manana con su amiga.,Ella va al parque por la mañana con su amiga.,Ella camina en el parque de la mañana con su amiga.
Yo hago una videollamada a mi novio.,Hago una llamada de video con mi novio.,Hago una videollamada a mi novio.
"Me gusta aprender sobre otras culturas, y aprender de lo que ellos comen usualmente.",Me gusta aprender sobre otras culturas y aprender de lo que comen usualmente.,"Me gusta aprender sobre otras culturas, y aprender de lo que ellos comen usualmente."
La fama se define como un estado de reconocimiento social de una persona la cual posee impactos positivos y negativos.,"La fama se define como el estado de reconocimiento social de una persona, cuya posesión tiene impactos positivos y negativos.",La fama se define como un estado de reconocimiento social de una persona la cual posee impactos positivos y negativos.
"Finalmente, un día tuvimos nuestra competencia en TOKEN_ANONIMO.","Finalmente, el día que tuvimos nuestra competencia en TOKEN_ANONIMO.","Finalmente, un día tuvimos nuestra competencia en TOKEN_ANONIMO."
"Ella le gusta bailar y dibujar, y es más creativa de nosotros.","Ella le gusta bailar y dibujar, y es más creativa que nosotros.","A ella le gusta bailar y dibujar, y es más creativa que nosotros."
"Cuando hace bien tiempo, me gusta caminar en la parque con mi familia y todos los flores son muy bonitas.","Cuando hace buen tiempo, me gusta caminar en el parque con mi familia y todos los jardines son muy bonitos.","Cuando hace buen tiempo, me gusta caminar en el parque con mi familia y todas las flores son muy bonitas."
"Al final de cuentas, ese fue el caso, y esto es cuando esta historia se hace terrible.","Al final de cuentas, esa fue la verdad, y esto es cuando la historia se vuelve terrible.","Al final de cuentas, ese fue el caso, y esto es cuando esta historia se hace terrible."
"Yo tengo dos hermanas, dos perros, mi mama, mi abuelita y mi papa.","Tengo dos hermanas, dos perros, mi mamá, mi abuela y mi papá.","Tengo dos hermanas, dos perros, a mi mamá, mi abuelita y mi papá."
"En este momento, pensé en una frase: ""El amor del padre es como la montaña, pero el amor de la madre es como el mar"".","En este momento, pensé en una frase: ""El amor del padre es como la montaña, pero el amor de la madre es como el mar"".","En este momento, pensé en una frase: ""El amor del padre es como la montaña, pero el amor de la madre es como el mar""."
Primero como una tutora y después en TOKEN_ANONIMO.,"Primero, como una tutora, y luego como TOKEN_ANONIMO.",Primero como tutora y después en TOKEN_ANONIMO.
"Él apoyó el matrimonio del mismo sexo, él creó muchos trabajos en los Estados Unidos y muchos de los líderes del mundo quisieron la manera que él puso para arriba para lo que beleived adentro.","Él apoyó el matrimonio del mismo sexo; él creó muchos trabajos en los Estados Unidos, y muchos de los líderes del mundo quisieron la manera en que él puso ""adentro"" para hacer ""lo que creía dentro"".","Apoyó el matrimonio entre personas del mismo sexo, creó muchos trabajos en los Estados Unidos y, a muchos líderes del mundo les gustó la manera en que Obama elevó sus creencias."
Estaba cansado pero quería hacer que la chica se sintiera mejor.,"Estaba cansado, pero quería hacer que ella se sintiera mejor.",Caminó hasta que el sol se puso y siguió caminando cuando el sol se levantó.
"Most of the changes were in the elementary school and by  the time my youngest brother was in school, they no longer separated students by whether they speak spanish or not.","Most of the changes were implemented in the elementary school, and by the time my youngest brother was in school, they no longer separated students based on whether they spoke Spanish or not.","Most of the changes were in the elementary school and by  the time my youngest brother was in school, they no longer separated students by whether they speak spanish or not."
Él fue también el primer presidente afroamericano.,Él fue también el primer presidente Afroamericano.,Fue también el primer presidente afroamericano.
Tendría un suministro interminable de dinero si tuviera mis vacaciones de ensueño.,"Tendría un suministro interminable de dinero si tuviera mis vacaciones de ensueño.

Corrected sentence ( Spanish to English translation is:  Would have an endless supply of money if I had my dream vacation.)",Tendría un suministro interminable de dinero si tuviera mis vacaciones de ensueño.
"Actualmente, vivo en un apartamento en TOKEN_ANONIMO.","Actualmente, vivo en un apartamento en el TOKEN_ANONIMO.","Actualmente, vivo en un apartamento en TOKEN_ANONIMO."
"No me gusta pintura, tinta y contorno ciego.","No me gustan la pintura, la tinta y el contorno ciego.","No me gustan la pintura, la tinta ni el contorno ciego."
También escucho mucha música.,También escucho mucho música.,También escucho mucha música.
"Ella cocina muy fántastico, y delicioso!","Ella cocina muy fantástico, y delicioso.","¡Ella cocina muy bien, y delicioso!"
Los libros la ayudaron a pasar el tiempo difícil.,Los libros ayudaron a ella a pasar un tiempo difícil.,Sufría de depresión mayor y había considerado suicidarse en un punto.
Es mi segundo año en la universidad.,Es mi segundo año en la universidad.,Mi atuendo favorito son los pantalones de chándal y una camisa ajustada.
Me iba ha sentir sola y con un agujero en mi corazón.,Me iba a sentir sola y con un agujero en mi corazón.,"Cada vez que veía un perro, pensaba lo que fue de Buttercup."
"Yo soy de TOKEN_ANONIMO, y me mudé a TOKEN_ANONIMO en 2016.",Soy de TOKEN_ANONIMO y me mudé a TOKEN_ANONIMO en el año 2016.,"Yo soy de TOKEN_ANONIMO, y me mudé a TOKEN_ANONIMO en 2016.  extraño las estaciones, especialmente el clima como las tormentas."
